376
20.0100	0.250572
20.2500	0.250547
20.4500	0.250576
20.6800	0.250557
20.8500	0.250625
21.0500	0.250582
21.2600	0.250612
21.4400	0.250682
21.6400	0.250789
21.8000	0.250779
22.0300	0.250698
22.2400	0.250842
22.4100	0.250809
22.6500	0.250941
22.8100	0.25086
23.0400	0.250984
23.2400	0.251012
23.4100	0.250958
23.6600	0.251038
23.8000	0.251152
24.0500	0.251145
24.2000	0.251149
24.4500	0.251175
24.6600	0.251254
24.8100	0.251242
25.0000	0.251267
25.2200	0.251248
25.4200	0.251346
25.6400	0.251296
25.8600	0.25147
26.0400	0.251422
26.2100	0.251432
26.4400	0.251525
26.6000	0.251582
26.8400	0.251594
27.0700	0.251723
27.2500	0.251559
27.4300	0.251725
27.6000	0.251791
27.8400	0.251739
28.0800	0.251836
28.2000	0.251877
28.4100	0.251886
28.6300	0.252018
28.8500	0.252018
29.0500	0.252034
29.2100	0.252028
29.4300	0.252145
29.6700	0.252114
29.8600	0.252238
30.0000	0.252217
30.2300	0.252226
30.4300	0.252339
30.6600	0.252351
30.8400	0.252369
31.0000	0.252387
31.2300	0.252496
31.4400	0.252452
31.6100	0.252568
31.9200	0.252561
32.0400	0.252606
32.2600	0.252645
32.4500	0.252649
32.6500	0.252809
32.8400	0.252868
33.0200	0.252878
33.2000	0.252849
33.4400	0.252932
33.6100	0.252969
33.8400	0.25307
34.0600	0.253124
34.2200	0.253174
34.4300	0.253219
34.6000	0.253219
34.8500	0.253403
35.0000	0.25338
35.2100	0.253408
35.4200	0.25357
35.6400	0.253449
35.8700	0.253689
36.0200	0.253689
36.2000	0.253814
36.4500	0.2539
36.6100	0.253977
36.8500	0.254117
37.0000	0.254161
37.2000	0.2542
37.4100	0.254291
37.6600	0.254409
37.8800	0.254525
38.0600	0.254593
38.2400	0.254705
38.4100	0.254789
38.6300	0.254898
38.8700	0.255037
39.0200	0.255165
39.2500	0.255271
39.4400	0.255446
39.6600	0.25552
39.8400	0.255596
40.0200	0.25567
40.2300	0.255844
40.4100	0.255946
40.6600	0.256093
40.8800	0.256355
41.0600	0.256394
41.2400	0.256446
41.4700	0.256797
41.6600	0.256838
41.8700	0.257021
42.0200	0.257154
42.2300	0.257351
42.4400	0.257617
42.6800	0.257723
42.8300	0.257944
43.0300	0.25806
43.2200	0.25821
43.4400	0.258451
43.6100	0.258569
43.8200	0.258942
44.0200	0.259072
44.2000	0.259179
44.4200	0.259571
44.6700	0.259801
44.8000	0.259906
45.0400	0.260191
45.2900	0.26054
45.4500	0.260722
45.6400	0.260967
45.8700	0.261207
46.0000	0.261422
46.2700	0.261665
46.4200	0.261872
46.6000	0.262072
46.8000	0.262574
47.0100	0.262673
47.2100	0.262892
47.4600	0.263306
47.6100	0.263409
47.8400	0.263726
48.0300	0.26401
48.2200	0.264383
48.4200	0.264663
48.6000	0.26487
48.8300	0.265095
49.0100	0.265281
49.2300	0.265657
49.4500	0.26584
49.6400	0.266183
49.8200	0.266408
50.0400	0.266599
50.2000	0.26695
50.4200	0.26711
50.6800	0.267422
50.8300	0.267583
51.0500	0.267788
51.2500	0.268122
51.4400	0.268417
51.6600	0.268619
51.8300	0.268752
52.0500	0.268978
52.2400	0.269238
52.4100	0.26929
52.6400	0.269596
52.8200	0.269744
53.0500	0.26998
53.2100	0.270164
53.4600	0.270376
53.6100	0.270564
53.8300	0.270826
